qtr,East North Central_Asian,East South Central_Asian,Middle Atlantic_Asian,Mountain_Asian,New England_Asian,Pacific_Asian,South Atlantic_Asian,West North Central_Asian,West South Central_Asian,US_Asian,East North Central_Black,East South Central_Black,Middle Atlantic_Black,Mountain_Black,New England_Black,Pacific_Black,South Atlantic_Black,West North Central_Black,West South Central_Black,US_Black,East North Central_Hispanic,East South Central_Hispanic,Middle Atlantic_Hispanic,Mountain_Hispanic,New England_Hispanic,Pacific_Hispanic,South Atlantic_Hispanic,West North Central_Hispanic,West South Central_Hispanic,US_Hispanic,East North Central_White,East South Central_White,Middle Atlantic_White,Mountain_White,New England_White,Pacific_White,South Atlantic_White,West North Central_White,West South Central_White,US_White
2017 Q2,0.027286255942851258,0.04680008103934842,0.03536965589830467,0.03696781302075772,0.02139332929871468,0.03708899646431002,0.03549360624738089,0.03355759896766315,0.029133544322348638,0.03498650410909896,0.08104774852834347,0.0786124653546521,0.07837532089055028,0.0689773411485543,0.06185473560791162,0.06121113984064894,0.07379313607252563,0.06768382851163784,0.07375761177946688,0.07390456148789096,0.053200244453421974,0.033925818754141676,0.057318889982646025,0.05002585174465737,0.07451715841700125,0.05228055544784935,0.045580112101569634,0.050189976399747475,0.04558463536669302,0.05115788591453807,0.03547825937058037,0.038310048624576196,0.039896361678324145,0.03431628072099692,0.030499590608009153,0.03880151114030718,0.03587928827512287,0.026877523453518893,0.0328507022518015,0.035854706425396884
2017 Q3,0.03538873794384876,0.0369266157592669,0.04279398359280235,0.05024707052201905,0.021992079623115328,0.03675627302209233,0.035816669950742425,0.045718743216876974,0.03026481292196162,0.03845977981166953,0.09433996495255038,0.06732031178576428,0.07443243053318921,0.08633739680566677,0.059504192520945555,0.06955604504285719,0.07582486024059404,0.06618025663702055,0.07207707270932234,0.07529305764279784,0.04415540256811376,0.03832118675330047,0.05727123643748735,0.05343846755885181,0.07527892934931421,0.048995247345224376,0.04376116276595966,0.041146498289019735,0.042168721289969804,0.049420217796853176,0.035149511464678304,0.03753691969346374,0.039735667194988444,0.030749077281770842,0.030442476224018578,0.03904162310632227,0.03460068792528202,0.026799572100262077,0.03325896731771452,0.035250095232311825
2017 Q4,0.03183401725677651,0.02119266794497636,0.043242961016651864,0.061955440536363066,0.03380113232639011,0.030753327079257608,0.03199430684978017,0.048502804964885494,0.02892302506465789,0.035043968945550286,0.09169794602729481,0.06324305509722329,0.07727183542930395,0.08323655415817152,0.059395655515257564,0.07381053243476135,0.07694038722284871,0.06890314004716608,0.07128938669821874,0.07444271088694335,0.047400949116252596,0.031924984375766956,0.05461463081500055,0.05424633005124323,0.0704810490379484,0.05156544572397952,0.045386531162015416,0.04377188601767823,0.042918689882613985,0.0492639212566387,0.03371838202832798,0.03692018191652649,0.039019684783545956,0.02888484744277844,0.029401270751206042,0.03761518284455776,0.03307442402457651,0.025206084798977568,0.03209779536784406,0.03318237729329637
2018 Q1,0.024431133555901045,0.027027393767348303,0.03249002678076103,0.04465104561611923,0.05144694939453565,0.028291262302381895,0.02996512036087803,0.035612537014815926,0.023373859931239672,0.03048817744603558,0.07299196354158528,0.06762886489163324,0.0748909538003252,0.06855714942630561,0.06130881385068981,0.07295968557141029,0.07335138737412598,0.07309798822827743,0.0671331339608455,0.0705914955791192,0.0528282636133223,0.03776258402969416,0.05201336714005705,0.04927440833423569,0.07157866998726806,0.0540544805511071,0.04623572459456888,0.04474246423012714,0.045103246359307965,0.0497407285132776,0.033177848418500404,0.034700485182902904,0.038410816074680804,0.02992505162898331,0.026077030148269134,0.035229454316111616,0.03103490295470267,0.023968377195295862,0.030582200586225076,0.03210019471932567
2018 Q2,0.02811770819475936,0.03195827696115664,0.027348381620123274,0.02337824534506009,0.04135825889690638,0.0304626878069055,0.029873642926071246,0.0251848835656114,0.03266900414631751,0.030180013893816707,0.06573952327243412,0.06387022707907118,0.06775708969904208,0.062005507563047735,0.056712311255764716,0.06785251442494077,0.06763867959143159,0.05996394675342487,0.06295806284467044,0.0651251500199502,0.04765440370620144,0.04160837396195413,0.04917299986886438,0.04489101987221231,0.06085535734084448,0.0521006940382108,0.043276249918949794,0.05023394283947005,0.04358511698450219,0.04780477219332697,0.03362279067755203,0.035239000785692545,0.037403009331273704,0.031589576401648334,0.027107686569508824,0.03405421351238821,0.029912173571817607,0.023486315935589527,0.0296078982236399,0.032207150267676184
2018 Q3,0.03241860291648275,0.028876063566293214,0.027123031749659954,0.025449107554936977,0.028114586085777316,0.03504891260946707,0.031001611004099525,0.03129295179642613,0.03990322095727904,0.031858166463024036,0.07513501934939243,0.06686383651404705,0.06346711644176077,0.07791287336886704,0.05331515948523535,0.06395816752668883,0.06216406383450681,0.055431745851845515,0.06312643791230778,0.06252603031119323,0.03641386002152938,0.041493072149998866,0.04805391644134656,0.04377109551036058,0.05043366426750982,0.049896379969138524,0.04020244491774808,0.048593946521040154,0.04181423195096794,0.044078644043589535,0.03358571226037901,0.0344237736842632,0.035925476190005426,0.03194733429174857,0.02858374225079232,0.033731955644168955,0.03103072702510007,0.023231135087031722,0.028093527674184507,0.031119079141937074
2018 Q4,0.03475853281974229,0.03770260543004786,0.029871898168094886,0.02932062251168119,0.03502926708711708,0.03506829721252138,0.041156116014970094,0.0360569150540165,0.03505895614985407,0.03410621513100501,0.0761174400675385,0.07290414399489153,0.06663068903983997,0.06932585023873876,0.05850149154304371,0.05949837633462898,0.06530723125285634,0.07446220420715598,0.06290817045224757,0.06510123200873245,0.03392758978207529,0.05307024186083044,0.04695204380828014,0.0475138318602165,0.05367527502803515,0.05242909035541518,0.039715250310634415,0.04103748064059193,0.0427921752840295,0.04530748853915417,0.03436436720333593,0.03274662381889369,0.03394055542104479,0.032506555299232465,0.02633619863381661,0.03606501891977597,0.030080242892135456,0.0233829483357549,0.029180940776068785,0.031097399325945466
2019 Q1,0.03332015487101176,0.026483162712470726,0.030095760807353347,0.025945027781882617,0.02908123038191673,0.03254482925561564,0.029781455207942436,0.03739657802167115,0.03202648142502468,0.032048602553140286,0.07668296349030462,0.07113282488648669,0.06792496019051189,0.057676551650811814,0.0566457745600933,0.05136824529571541,0.06678973462283787,0.07514833500413672,0.06084339497027738,0.06607965732450416,0.038467589614827,0.055245626213994224,0.04913397033923201,0.04975243284776659,0.05248142974501565,0.05652920271342145,0.0365377821536101,0.0400578263252637,0.038842353054809445,0.04704295530222858,0.03294955305237004,0.03228262214981113,0.03180108289555805,0.031382031097288425,0.0242733474701644,0.035239708382897854,0.02962895666600835,0.02299084392231457,0.02967649119464433,0.031080741334707382
2019 Q2,0.028976173968188176,0.010259991542981173,0.021245460035567893,0.027084419134840672,0.021252300548969923,0.03271624966716409,0.018747605346126815,0.03690793858411352,0.028024851362447194,0.02717659349281528,0.07696024822050505,0.0723034226129956,0.06993434016720301,0.0561858230747317,0.04561189573714259,0.05223843105005225,0.061952010369133184,0.059201284613989956,0.06201923517186571,0.06236207095309637,0.03797161111955364,0.0460403580854695,0.04624877792802056,0.04657855581138436,0.04742280669676074,0.05057406634477404,0.03560591923786308,0.04222425272150957,0.037586303925041226,0.04258919173590004,0.03107277726909479,0.030962108098558046,0.031174405478199885,0.02951406262411833,0.02501556119080384,0.034639575685765596,0.029284217098607252,0.023060164895544705,0.026785407208533764,0.02932414220876274
2019 Q3,0.026591262452690678,0.008849099720834813,0.01527978353930197,0.0359190580697004,0.01566335812096182,0.03694457266766606,0.023739378565821125,0.025381748460198104,0.018525596914212638,0.0278925125067796,0.07187310019331537,0.07030074841016896,0.06673592763022573,0.0558287405354644,0.0448658039306048,0.053245333733577524,0.0556998453173439,0.0587557849752909,0.0643220110477933,0.05977982386717977,0.0377073030851475,0.03765132691451398,0.043248527064974715,0.04447770371414052,0.04418137910220082,0.04034005871246427,0.03908494042858712,0.03754067527695912,0.04292281994371958,0.040791102523900044,0.032527429396021,0.03224718413767347,0.0353642875940374,0.030128265610229712,0.027354528978089706,0.03533262075551205,0.029645310492436718,0.02496557897986539,0.026728540386279958,0.030748688670134614
2019 Q4,0.029148584317030806,0.016482712032470398,0.024042176531509935,0.04970921870260524,0.010785011425000615,0.034393408027396453,0.021242186049669515,0.02022764600353888,0.022876577279853143,0.028858556556539457,0.06692702171229385,0.06596581946096064,0.060417145602434476,0.05624973359282551,0.04933977247108866,0.05179651634743453,0.056834907470882164,0.05555164719501611,0.06161669306268812,0.05691849526654821,0.043450103266826585,0.031019000499991782,0.046584951122615646,0.042604388073078564,0.0473737635391828,0.04177746032935148,0.03902620922228518,0.037590922630226495,0.043389039493478145,0.04169550933854139,0.031289171717800504,0.03420192843211771,0.036667459141037216,0.03135376319384183,0.027517208092633607,0.03169062323028436,0.02938372388049319,0.02543469454155019,0.028711526835468966,0.030250932950925992
2020 Q1,0.037651752792256174,0.020544531496704332,0.03333776967928696,0.058312043995854455,0.017382449973992752,0.029497014351582456,0.022335983362913855,0.01877788672009113,0.030826459866418184,0.030529009968264343,0.07141507920631898,0.07139238757919317,0.06691807345102548,0.06044138610862038,0.044958223847040776,0.053262482415377684,0.06646065386063345,0.05278495130039824,0.06699593391667111,0.061717227128123456,0.05554174526334906,0.0393576942511185,0.05386150955910752,0.047136878412747156,0.04410888360688125,0.050970541633981785,0.03936868785693291,0.046916095281778876,0.05087607219167618,0.0480211194417432,0.030008166395498376,0.03443701628103638,0.033532100397658686,0.03453291775575029,0.027414316815547703,0.0317109184449705,0.029718446136499502,0.026180002277877742,0.030803830909308695,0.03027367047400814
2020 Q2,0.11188675954596612,0.07528868503738897,0.15965687862296335,0.16889148585871336,0.1347103298819789,0.14190782617404046,0.0967244186722561,0.08362050190765413,0.10944434774144676,0.13531826841918648,0.23454353452510945,0.16478405116313616,0.1888402218272371,0.15979058041384292,0.13976005052767063,0.17790964839483758,0.14517299072438114,0.12070345572400713,0.15824414278206508,0.17442073175647127,0.2105031472672643,0.16287345651681268,0.21331248197945657,0.14141719484733306,0.20177272627619464,0.17130308430836208,0.13914694897899477,0.11652499976126772,0.1295557520005102,0.1684453584207123,0.12072442099700921,0.10273801507939614,0.12254403335800211,0.09180273820748605,0.10675403290404398,0.12504794417737214,0.08926504949627562,0.07410090617179362,0.07594768781855182,0.10767905359230935
2020 Q3,0.0679933854541116,0.057981312225804695,0.12730203168002477,0.1173762514925728,0.0852708549759552,0.10807417265331577,0.0869942525074801,0.07282027381795712,0.0819159126168582,0.10171972945740472,0.15143788684063186,0.10179082996843243,0.14729623939739092,0.11197963608053249,0.10468774490475193,0.13401875722063486,0.09817539463768235,0.08990613689894851,0.11031779752055328,0.11994813629598737,0.1192619137830966,0.09451375416640442,0.15450854445114232,0.09579169806305628,0.13988847534659477,0.1186996569046892,0.10065401624703828,0.07266917880980535,0.09133459407947796,0.11313986286169089,0.07295143616158528,0.057965568340257234,0.08885918883681657,0.06130087032671371,0.07048951384131094,0.09168990546283556,0.06322678790156908,0.049034903878117896,0.05753963747797882,0.07288670044965943
2020 Q4,0.05214494528803588,0.041976590791429916,0.08955686132191652,0.09754760824404465,0.06555634677603359,0.07900038116463903,0.06603423358598591,0.051261480461892134,0.053979223647718504,0.07552154498912746,0.12800541090416134,0.09710101240156004,0.13065622612776143,0.10440780507727383,0.0824802204178816,0.10425617817141944,0.08380490295691918,0.08126393906392176,0.09239954956420707,0.10189264200194983,0.08435181154015674,0.06199524361068914,0.11271078695524367,0.0734622245637143,0.09362317282412791,0.09705559853872382,0.07309747500882267,0.056190592857785535,0.07349460956624795,0.0871162713902431,0.05103834840576893,0.043904593419546716,0.06346760128552889,0.04918646615907567,0.05132779826685294,0.06915312953830062,0.046392357287950804,0.039147490781852506,0.0476057746253047,0.05358086913633727
